property_type,society,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,pooja room,store room,others,furnishing_type,luxury_score
house,independent,sector 8,0.45,9000.0,500.0,1,1,1,3.0,Moderately Old,592.4170616113744,0,0,0,0,0,2,0
house,independent,sector 11,1.2,4444.0,2700.0,7,3,0,3.0,Old Property,300.0,0,0,0,0,0,2,0
house,bhim nagar society,sector 6,0.4,2500.0,1600.0,4,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,2,0
house,independent,sector 5,1.0,6667.0,1500.0,1,1,0,1.0,Moderately Old,1500.0,0,0,0,0,0,2,0
house,independent,not gurgaon,0.5,3704.0,1350.0,5,2,0,2.0,Relatively New,1350.0,0,0,0,0,0,2,0
house,independent,sector 12,1.15,12777.0,900.0,2,2,3,4.0,Old Property,1066.350710900474,0,0,0,0,0,2,0
house,independent,laxman vihar,0.7,6648.0,1053.0,3,3,0,1.0,Moderately Old,117.0,0,0,0,0,0,2,0
house,shivaji nagar residential,sector 11,3.08,11407.0,2700.0,6,4,2,1.0,Old Property,2700.0,0,0,0,0,0,2,0
house,independent,sector 56,2.95,20233.0,1458.0,2,2,0,1.0,Moderately Old,1458.0,0,0,0,0,0,2,0
house,unitech uniworld resorts,sector 33,8.0,17778.0,4500.0,6,5,3+,4.0,Relatively New,4500.0,0,0,0,0,0,2,0
house,vatika india next,sector 82,6.5,20062.0,3240.0,4,3,0,2.0,Relatively New,3240.0,0,0,0,0,0,2,0
house,independent,sector 7,3.0,11494.0,2610.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,0,2,0
house,raj villas,sector 52,8.0,25542.784163473814,3132.0,6,5,3+,4.0,Moderately Old,3132.0,0,0,0,0,0,2,0
house,independent,sector 12a,2.75,12343.0,2228.0,6,6,2,2.0,Moderately Old,2228.0,0,0,0,0,0,2,0
house,independent,sector 7,2.25,16892.0,1332.0,5,3,0,2.0,Old Property,148.0,0,0,0,0,0,2,0
house,independent,sector 5,1.45,8000.0,1812.0,3,2,1,1.0,Relatively New,1800.0,0,0,0,0,0,2,0
house,independent,sector 14,3.5,17500.0,2000.0,3,3,1,2.0,Old Property,2000.0,0,0,0,0,0,2,0
house,independent,sector 48,0.82,3904.0,2100.0,3,2,1,1.0,Moderately Old,2488.1516587677725,0,0,0,0,0,2,0
house,sobha city,sector 108,10.5,14323.0,7331.0,5,4,3+,1.0,Relatively New,7331.0,0,0,0,0,0,2,0
house,independent,sector 12,0.38,4222.0,900.0,3,3,3,3.0,Relatively New,1618.705035971223,0,0,0,0,0,2,0
house,unitech uniworld resorts,sector 33,10.0,20202.0202020202,4950.0,5,6,3,4.0,New Property,4950.0,1,1,0,0,0,2,26
house,mahavir pura,sector 7,0.75,8333.333333333334,900.0,2,3,2,3.0,Old Property,179.85611510791367,0,0,0,0,0,2,0
house,independent,sector 47,4.6,26620.37037037037,1728.0,7,6,3+,4.0,Moderately Old,1728.0,0,0,0,0,0,1,51
house,independent,sector 48,0.5,5555.0,900.0,2,1,2,1.0,Moderately Old,1618.705035971223,0,0,0,0,0,2,0
house,independent,sector 39,7.0,10000.0,7000.0,10,11,3+,4.0,Relatively New,7000.0,0,0,1,0,0,1,38
house,jacob pura,sector 12,0.35,9722.0,360.0,2,1,0,5.0,Old Property,360.0,0,0,0,0,0,2,0
house,independent,sector 37b,0.95,9500.0,1000.0,5,3,2,2.0,Relatively New,1798.5611510791366,0,0,1,0,0,2,0
house,independent,sector 39,1.6,17937.0,892.0,1,1,2,2.0,Old Property,1604.3165467625897,0,0,0,0,0,2,40
house,independent,sector 36,0.29,3254.0,891.0,2,1,0,0.0,Old Property,1602.5179856115105,0,0,0,0,0,2,0
house,"nirmal enclave, maruti kunj road",sector 76,0.24,5333.0,450.0,2,2,0,2.0,Relatively New,809.3525179856115,0,0,0,0,0,2,0
house,independent,g block dlf city phase 1,5.6,30551.00927441353,1833.0,4,3,3+,3.0,Moderately Old,1833.0,0,0,0,0,0,2,33
house,independent,sector 8,0.55,4583.0,1200.0,2,2,0,2.0,Moderately Old,1421.8009478672986,0,0,0,0,0,2,0
house,ansals palam vihar,sector 1,5.0,12500.0,4000.0,6,4,0,3.0,Moderately Old,4000.0,0,0,0,0,0,2,0
house,independent,sector 39,1.8,21875.0,823.0,1,1,2,3.0,Relatively New,800.0,0,0,0,0,0,2,0
house,independent,not gurgaon,1.5,16667.0,900.0,9,3,3+,3.0,Relatively New,1066.350710900474,0,0,0,0,0,2,0
house,ansal esencia sovereign floors,sector 45,1.05,7075.0,1484.0,3,3,3,3.0,Moderately Old,1484.0,0,0,0,0,0,2,0
house,independent,sector 6,1.8,8078.0,2228.0,8,5,2,1.0,Moderately Old,2639.8104265402844,0,0,0,0,0,2,0
house,independent,sector 76,0.44,4251.0,1035.0,3,2,1,1.0,Relatively New,136.2559241706161,0,0,1,0,1,2,46
house,rattan garden,sector 7,0.83,17584.0,472.0,5,3,2,3.0,Old Property,559.2417061611375,0,0,0,0,0,2,0
house,greenopolis,sector 89,0.7,5397.0,1297.0,2,2,2,14.0,New Property,1297.0,0,0,0,0,0,2,0
house,independent,sector 1,0.98,9074.0,1080.0,9,4,3,1.0,Moderately Old,142.18009478672985,0,0,0,0,0,2,0
house,vipul world,sector 48,3.35,5583.0,6000.0,6,5,3+,3.0,Moderately Old,6000.0,0,0,0,0,0,2,0
house,independent,laxman vihar,0.47,3519.0,1336.0,3,4,0,3.0,Moderately Old,1350.0,0,0,0,0,0,2,0
house,independent,sector 12,1.2,11194.0,1072.0,5,4,2,3.0,Old Property,1072.0,0,0,0,0,0,2,0
house,independent,sector 12A,9.0,11111.111111111111,8100.0,10,5,3+,4.0,Old Property,8100.0,0,0,0,0,0,2,0
house,spaze privy,sector 72,3.09,6981.0,4426.0,5,5,3+,14.0,Relatively New,3653.0,0,1,0,0,0,0,33
house,satya the hermitage,sector 103,3.15,6702.0,4700.0,4,5,0,12.0,Relatively New,4700.0,0,0,0,0,0,2,0
house,independent,sector 12a,1.7,9444.0,1800.0,3,3,0,1.0,Moderately Old,200.0,0,0,0,0,0,2,0
house,independent,sector 1,4.75,10556.0,4500.0,6,7,0,4.0,Moderately Old,4500.0,0,0,0,0,0,2,0
house,independent,sector 9,1.65,18333.0,900.0,2,3,0,3.0,Moderately Old,900.0,0,0,0,0,0,2,0
house,sare crescent parc royal greens phase 1,sector 92,0.85,4877.0,1743.0,4,4,3,4.0,Relatively New,1743.0,0,0,0,0,0,2,0
house,independent,sector 48,2.0,7479.0,2674.0,4,3,0,1.0,Moderately Old,2674.0,0,0,0,0,0,2,0
house,independent,sector 5,0.74,7400.0,1000.0,3,3,0,2.0,Moderately Old,1000.0,0,0,0,0,0,2,0
house,independent,sector 1,1.85,16003.0,1156.0,4,3,2,3.0,Moderately Old,1369.6682464454977,0,0,0,0,0,2,0
house,independent,sector 5,0.4,8000.0,500.0,2,1,0,1.0,Moderately Old,500.0,0,0,0,0,0,2,0
house,independent,sector 5,0.85,9444.0,900.0,5,3,3,1.0,Moderately Old,1066.350710900474,0,0,0,0,0,2,0
house,independent,sector 12,0.69,9103.0,758.0,1,1,1,2.0,Old Property,758.0,0,0,0,0,0,2,0
house,anshul,sector 6,0.85,7727.0,1100.0,2,2,0,4.0,Moderately Old,1303.3175355450237,0,0,0,0,0,2,0
house,independent,sector 25,13.0,45710.26722925457,2844.0,6,8,3+,5.0,Relatively New,2844.0,1,1,1,1,0,1,0
house,independent,sector 12,1.4,8702.0,1609.0,2,2,1,2.0,Old Property,298.56115107913666,0,0,0,0,0,2,0
house,independent,sector 9,1.8,5950.0,3025.0,5,5,3+,3.0,Moderately Old,5440.647482014388,0,0,0,0,0,2,0
house,independent,sector 35,0.7,3500.0,2000.0,4,4,0,2.0,Moderately Old,2369.6682464454975,0,0,0,0,0,2,0
house,independent,sector 102,0.7,9722.0,720.0,4,3,2,3.0,Relatively New,143.88489208633092,0,0,1,1,0,2,12
house,shivpuri,sector 11,2.4,8889.0,2700.0,10,5,3,2.0,Old Property,539.5683453237409,1,1,1,0,0,2,8
house,independent,c block sushant lok phase 1,3.35,26972.62479871176,1242.0,1,1,0,1.0,Old Property,1242.0,0,0,0,0,0,2,9
house,independent,sector 50,7.0,32407.40740740741,2160.0,3,2,0,1.0,Moderately Old,2160.0,0,0,0,0,0,2,0
house,independent,sector 41,1.65,13750.0,1200.0,1,1,0,1.0,Moderately Old,1200.0,0,0,0,0,0,2,0
house,independent,sector 3a,0.6,6000.0,1000.0,1,1,0,1.0,Moderately Old,1000.0,0,0,0,0,0,2,0
house,independent,sector 11,2.43,14890.0,1632.0,4,4,2,3.0,Old Property,345.0,1,0,1,1,0,2,38
house,independent,sector 3,3.5,9210.0,3800.0,1,1,0,1.0,Moderately Old,3800.0,0,0,0,0,0,2,0
house,independent,sector 110,0.34,6800.0,500.0,1,1,0,1.0,Relatively New,500.0,0,0,0,0,0,2,0
house,independent,sector 6,0.75,10518.0,713.0,6,4,1,3.0,Moderately Old,1282.3741007194244,0,0,0,0,0,2,62
house,independent,sector 3a,0.55,7333.0,750.0,1,1,0,1.0,Moderately Old,750.0,0,0,0,0,0,2,0
house,independent,sector 5,0.7,8101.0,864.0,4,2,0,2.0,Old Property,1553.956834532374,0,0,0,0,0,2,7
house,independent,sector 48,6.25,6944.0,9001.0,3,3,0,1.0,Moderately Old,9001.0,0,0,0,0,0,2,0
house,independent,sector 12,1.2,14184.0,846.0,4,4,2,2.0,Relatively New,846.0,0,0,1,0,0,0,7
house,independent,sector 48,0.49,4260.0,1150.0,2,2,1,3.0,New Property,2068.345323741007,0,0,0,0,0,2,0
house,hans enclave,sector 29,2.0,10582.0,1890.0,10,10,3,3.0,Moderately Old,210.0,0,0,0,0,0,2,0
house,independent,sector 12A,0.37,9390.0,394.0,1,1,0,3.0,Moderately Old,708.6330935251798,0,0,0,0,0,2,0
house,ss omnia,sector 86,0.42,9333.333333333334,450.0,5,3,2,3.0,Relatively New,89.92805755395683,0,0,0,0,0,2,0
house,independent,sector 36,0.75,6938.0,1081.0,3,1,0,1.0,Moderately Old,1081.0,0,0,0,0,0,2,0
house,independent,sector 11,3.5,15555.0,2250.0,10,1,0,1.0,New Property,2250.0,0,0,0,0,0,2,0
house,independent,sector 26,4.5,33333.333333333336,1350.0,5,5,3+,2.0,Old Property,1350.0,0,0,0,0,0,2,7
house,independent,sector 37d,1.16,7539.0,1539.0,1,1,0,1.0,Relatively New,1535.0,0,0,0,0,0,2,0
house,independent,sector 5,0.9,10000.0,900.0,3,4,3,3.0,Moderately Old,3500.0,0,0,0,0,1,0,42
house,suncity avenue 76,sector 76,0.75,10067.0,745.0,2,2,2,11.0,New Property,745.0,0,0,0,0,0,2,40
house,independent,not gurgaon,0.13,1649.0,788.0,1,1,0,0.0,Relatively New,933.6492890995261,0,0,0,0,0,2,0
house,sheetla enclave,sector 5,0.96,10000.0,960.0,7,4,2,3.0,Moderately Old,1699.640287769784,0,0,1,1,0,0,0
house,sneh vihar,sector 48,1.35,10000.0,1350.0,5,5,3+,4.0,Relatively New,2428.0575539568345,0,0,0,0,0,2,0
house,not applicable,laxman vihar,0.65,13000.0,500.0,2,1,1,3.0,Moderately Old,899.2805755395683,0,0,0,0,0,2,7
house,independent,dlf phase 3,11.0,28901.73410404624,3806.0,8,11,3+,3.0,Old Property,5000.0,1,1,1,0,1,0,39
house,adani brahma samsara,sector 60,18.02,28200.312989045386,6390.0,9,12,3+,3.0,Relatively New,6390.0,0,1,0,0,0,0,146
house,independent,sector 36 sohna,0.66,7168.0,921.0,2,2,3,4.0,New Property,823.0,0,0,0,0,0,2,0
house,independent,sector 14,4.6,20444.0,2250.0,1,1,0,1.0,Old Property,2250.0,0,0,0,0,0,2,0
house,independent,sector 43,1.9,3909.465020576132,4860.0,3,3,3+,3.0,Old Property,60.0,0,0,0,0,0,1,0
house,signature global city 63a,sector 63,1.5,6289.0,2385.0,3,3,2,1.0,New Property,2385.0,0,0,0,0,0,2,0
house,independent,sector 11,2.5,17857.0,1400.0,5,4,3,1.0,Old Property,1850.0,0,0,0,1,0,2,0
house,independent,sector 4,0.7,7000.0,1000.0,2,2,1,5.0,Old Property,1000.0,0,0,0,0,0,2,0
house,rattan vihar rajendra park,sector 102,0.85,14166.0,600.0,5,5,3+,4.0,New Property,1079.1366906474818,0,0,0,0,0,2,0
house,suncity township,sector 54,2.0,3439.972480220158,5814.0,9,9,3,11.0,Relatively New,60.0,0,1,0,0,0,1,7
house,independent,sector 1,0.7,7777.0,900.0,1,1,0,1.0,Moderately Old,900.0,0,0,0,0,0,2,0
house,independent,sector 7,0.89,18658.0,477.0,5,3,2,2.0,Old Property,857.9136690647481,0,0,0,0,0,2,8
house,independent,sector 69,0.8,10484.0,763.0,1,1,0,1.0,New Property,763.0,0,0,0,0,0,2,0
house,independent,sector 53,1.6,17777.777777777777,900.0,3,2,2,41.0,Relatively New,179.85611510791367,0,0,0,0,0,2,0
house,independent,sector 81,0.89,8127.0,1095.0,1,1,0,1.0,Relatively New,1095.0,0,0,0,0,0,2,0
house,independent,sector 108,1.34,5000.0,2680.0,1,1,0,1.0,Relatively New,2680.0,0,0,0,0,0,2,0
house,independent,sector 12,1.7,8000.0,2125.0,5,5,3,3.0,Moderately Old,2000.0,0,0,1,0,1,2,9
house,independent,sector 39,0.34,7555.0,450.0,1,1,1,1.0,Relatively New,450.0,0,0,0,0,0,2,0
house,independent,sector 8,9.9,49500.0,2000.0,2,2,2,3.0,Moderately Old,2000.0,0,0,0,0,0,2,0
house,ashok vihar phase iii extension,sector 5,0.4,8889.0,450.0,7,4,3+,4.0,New Property,89.92805755395683,0,0,1,0,0,2,7
house,independent,sector 43,2.15,13030.0,1650.0,1,1,0,1.0,Relatively New,1650.0,0,0,0,0,0,2,0
house,ansal,c block sushant lok phase 1,1.85,34259.25925925926,540.0,8,8,3+,5.0,Relatively New,107.91366906474819,0,0,0,0,0,2,53
house,independent,sector 28,0.45,8333.0,540.0,4,2,1,2.0,Relatively New,971.2230215827337,0,0,0,0,0,2,0
house,independent,sector 3,0.58,10610.0,547.0,2,3,2,2.0,Relatively New,1200.0,0,0,0,0,0,2,8
house,independent,sector unknown,1.7,18889.0,900.0,5,4,3+,3.0,Moderately Old,61.0,0,0,0,0,0,2,34
house,independent,sector 12A,0.46,7302.0,630.0,6,3,3,3.0,Moderately Old,125.89928057553956,0,0,0,0,0,2,0
house,independent,sector 3,0.8,8155.0,981.0,5,4,1,2.0,Moderately Old,196.04316546762587,0,0,0,0,0,2,0
house,independent,sector 3,0.58,10591.0,548.0,2,3,2,2.0,Relatively New,1000.0,0,0,0,0,0,2,8
house,independent,dlf phase 3,2.6,24074.0,1080.0,4,4,3+,4.0,Relatively New,1080.0,1,0,1,1,0,1,0
house,project mianwali colony,sector 12A,2.0,14815.0,1350.0,5,5,2,3.0,Moderately Old,1350.0,0,0,0,0,0,2,0
house,independent,sector 28,0.65,16049.382716049382,405.0,3,3,2,3.0,Old Property,80.93525179856114,0,0,0,0,0,2,15
house,independent,sector 7,2.25,9615.0,2340.0,3,2,1,1.0,Old Property,250.0,0,1,1,0,0,2,8
house,nitin vihar,sector 33,0.85,9444.0,900.0,3,2,0,1.0,Relatively New,1618.705035971223,0,0,0,0,0,2,15
house,sector 15 part 2 rwa,sector 15,10.0,22222.0,4500.0,5,5,2,2.0,Old Property,4500.0,0,0,0,0,0,2,49
house,independent,dlf phase 3,3.5,32407.40740740741,1080.0,5,4,3,3.0,Old Property,1080.0,0,0,0,0,0,2,15
house,independent,laxman vihar,0.55,6813.0,807.0,2,1,1,1.0,Moderately Old,75.0,0,0,0,0,0,2,0
house,independent,sector 7,6.5,15046.0,4320.0,3,2,3+,5.0,Old Property,4320.0,0,0,0,0,0,2,9
house,independent,sector 28,1.39,11583.0,1200.0,2,2,1,3.0,Old Property,1450.0,0,0,0,1,0,2,37
house,independent,sector 23A,0.7,6034.0,1160.0,3,3,0,1.0,Relatively New,2086.3309352517986,0,0,0,0,0,2,23
house,independent,sector 8,0.59,10085.0,585.0,2,2,2,2.0,Moderately Old,1052.158273381295,0,0,0,0,1,2,7
house,independent,sector 53,4.0,17778.0,2250.0,5,5,2,3.0,Relatively New,2250.0,1,0,0,0,0,2,23
house,independent,sector 50,12.5,40610.78622482131,3078.0,6,5,3,4.0,Moderately Old,3078.0,1,1,1,0,0,0,23
house,u block dlf phase 3 road no 21,dlf phase 3,1.6,3292.181069958848,4860.0,7,5,3+,4.0,Old Property,107.91366906474819,0,0,0,0,0,2,0
house,dlf city plots phase 3,dlf phase 3,1.6,3292.181069958848,4860.0,8,5,3+,4.0,Old Property,540.0,0,0,0,0,0,2,8
house,independent,sector 12A,2.9,10740.0,2700.0,7,7,3,2.0,Old Property,4856.115107913669,0,0,0,0,0,2,7
house,palam vihar extension west zone rwa,sector 1,0.4,4444.0,900.0,6,4,2,2.0,Moderately Old,1618.705035971223,0,0,0,0,0,2,36
house,independent,sector 39,1.7,17980.0,945.0,2,2,3+,3.0,Moderately Old,1618.705035971223,0,1,0,1,0,2,45
house,ss aaron ville,sector 49,6.75,19737.0,3420.0,5,4,2,2.0,Old Property,3420.0,1,1,0,1,0,2,78
house,independent,sector 48,5.5,5093.0,3500.0,3,3,3+,2.0,Moderately Old,3500.0,1,1,1,0,1,2,49
house,landmark house,sector 43,2.75,25462.962962962964,1080.0,3,3,1,2.0,Moderately Old,1080.0,0,0,1,0,0,2,21
house,independent,sector 7,0.27,12000.0,225.0,2,2,1,2.0,Moderately Old,404.67625899280574,0,0,0,0,0,2,12
house,independent,sector 5,0.7,7007.0,999.0,2,3,1,1.0,Relatively New,199.64028776978415,0,0,1,1,0,2,29
house,independent,sector 48,0.95,8920.0,1065.0,10,10,3+,3.0,New Property,1915.4676258992804,0,0,0,0,0,2,0
house,independent,sector 26,8.1,35294.117647058825,2295.0,5,5,2,4.0,Old Property,2295.0,0,0,0,0,0,2,42
house,international city by sobha phase 2,sector 109,7.0,12963.0,5400.0,4,4,3+,2.0,Relatively New,5400.0,0,0,0,0,0,0,102
house,independent,sector 4,0.38,8254.0,460.0,1,1,1,1.0,Relatively New,472.53521,0,0,0,0,1,2,23
house,independent,sector 104,0.6,5128.0,1170.0,7,3,1,2.0,Moderately Old,233.81294964028774,0,0,0,0,0,2,0
house,palam vihar extension west zone rwa,sector 1,0.65,5777.0,1125.0,2,2,1,1.0,Moderately Old,2023.3812949640285,0,0,0,1,0,2,23
house,independent,sector 17b,7.2,15926.0,4521.0,4,4,2,1.0,Old Property,4521.0,0,1,0,1,0,2,0
house,independent,sector 12A,1.5,11111.0,1350.0,5,5,2,3.0,Old Property,269.78417266187046,0,0,0,0,0,2,16
house,nirvana country,sector 50,10.0,14285.0,7000.0,5,7,2,4.0,Moderately Old,7000.0,0,1,0,0,0,1,0
house,dlf city plots phase 2,sector 25,15.5,34307.21558211598,4518.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,1,1,0,2,144
house,dlf city plots phase 4,sector 28,9.54,29444.44444444444,3240.0,6,5,3+,3.0,New Property,3240.0,1,1,1,1,0,2,153
house,dlf city plots phase 2,sector 25,10.55,39074.07407407407,2700.0,5,6,3+,3.0,Moderately Old,2700.0,1,1,1,1,0,2,131
house,dlf city plots,sector 26,17.3,38737.124944021496,4466.0,6,7,3+,3.0,New Property,4466.0,1,1,1,1,0,0,124
house,independent,sector 1,3.65,23442.0,1557.0,9,9,3+,3.0,New Property,1557.0,0,1,1,0,0,0,116
house,independent,sector 26,18.9,41832.66932270916,4518.0,6,8,2,3.0,Relatively New,4518.0,1,1,1,1,0,0,120
house,independent,sector 40,9.0,27777.777777777777,3240.0,8,5,3+,3.0,Old Property,3240.0,0,1,1,1,0,0,26
house,independent,sector 40,2.15,23889.0,900.0,3,3,3,3.0,Moderately Old,179.85611510791367,1,0,1,1,0,2,45
house,independent,sector 51,2.25,2777.777777777778,8100.0,6,3,3+,3.0,Relatively New,179.85611510791367,0,0,0,0,0,2,54
house,experion windchants,sector 112,7.46,10260.0,7271.0,4,4,3+,2.0,Relatively New,6350.0,0,1,1,0,0,0,62
house,independent,sector 105,0.6,11102.0,540.0,8,4,3,3.0,New Property,107.91366906474819,0,0,0,0,0,2,17
house,nirvana cedar crest,sector 50,3.99,8866.0,4500.0,4,5,3+,4.0,New Property,8093.525179856114,0,1,1,0,0,0,112
house,dlf city plots phase 2,sector 25,6.5,36111.11111111111,1800.0,5,5,3+,3.0,Old Property,1800.0,1,1,1,1,0,0,134
house,kothi,sector 17b,6.95,15444.0,4500.0,4,4,3+,2.0,Old Property,3500.0,1,1,1,1,0,2,33
house,international city by sobha phase 2,sector 109,7.0,11240.0,6228.0,5,5,3+,2.0,Relatively New,6228.0,0,1,0,0,0,2,129
house,birla navya,sector 63a,3.85,15437.0,2494.0,3,3,3+,4.0,New Property,2954.9763033175354,0,1,0,0,0,0,160
house,vatika signature villas,sector 82,3.2,14351.0,2230.0,3,4,3,1.0,New Property,3884.892086330935,1,1,1,1,0,2,66
house,malibu towne,sector 47,8.81,27191.35802469136,3240.0,8,6,3+,3.0,Moderately Old,3240.0,1,1,0,0,1,0,27
house,independent,sector 55,1.45,26851.85185185185,540.0,4,4,3+,4.0,Relatively New,107.91366906474819,0,0,0,1,0,2,70
house,independent,sector 26,8.9,32962.96296296296,2700.0,4,4,3+,2.0,Old Property,2700.0,1,1,1,1,0,2,82
house,dlf city plots phase 2,sector 25,6.5,33591.73126614987,1935.0,9,9,3+,3.0,Old Property,1935.0,1,1,1,1,0,0,142
house,independent,sector 45,4.49,24455.337690631808,1836.0,9,9,3+,3.0,Moderately Old,1836.0,0,0,0,0,1,0,90
house,vipul tatvam villa,sector 48,22.0,26666.666666666668,8250.0,5,6,3,3.0,Moderately Old,8250.0,0,1,0,0,0,2,54
house,international city by sobha phase 2,sector 109,9.5,26388.88888888889,3600.0,5,5,3+,2.0,Relatively New,3600.0,1,1,1,1,0,2,133
house,vatika india next,sector 82,7.0,21604.938271604937,3240.0,4,4,3+,3.0,Relatively New,3900.0,0,1,0,0,0,1,105
house,independent,sector 14,4.15,18444.0,2250.0,5,4,2,2.0,Old Property,2250.0,0,0,0,0,0,0,51
house,independent,sector 56,2.9,11600.0,2500.0,4,4,3,2.0,Relatively New,4496.402877697841,0,1,0,0,0,0,43
house,emaar mgf marbella,sector 66,12.0,38095.23809523809,3150.0,5,6,3+,4.0,New Property,3150.0,0,1,1,0,0,2,38
house,tata primanti,sector 72,8.5,13492.0,6300.0,5,6,3+,10.0,Relatively New,11330.93525179856,1,1,1,1,0,0,145
house,independent,sector 40,11.0,33950.61728395062,3240.0,4,4,2,3.0,New Property,3240.0,1,1,1,0,0,0,35
house,central park flower valley cerise floors,sector-33 sohna,1.35,11157.0,1210.0,2,2,2,4.0,New Property,1210.0,1,0,0,0,0,1,107
house,independent,laxman vihar phase 2,1.9,8444.0,2250.0,4,3,2,2.0,Moderately Old,225.1184834123223,0,0,1,1,0,0,46
house,independent,sector 56,3.25,21495.0,1512.0,5,6,3+,4.0,Relatively New,1512.0,0,0,1,0,1,0,27
house,dlf city plots,sector 26,19.0,42054.00619743249,4518.0,6,6,3,2.0,Relatively New,4518.0,1,1,0,0,0,0,121
house,independent,sector 25,7.3,1560.0,5800.0,9,9,2,3.0,Relatively New,5800.0,0,1,0,1,0,0,109
house,independent,sector 55,5.6,20741.0,2700.0,6,4,3,3.0,Old Property,2700.0,0,1,0,0,0,0,41
house,independent,sector 43,2.55,13178.0,1935.0,3,3,2,3.0,Relatively New,1935.0,0,0,0,0,0,0,60
house,independent,sector 56,2.4,12000.0,2000.0,3,3,2,2.0,Moderately Old,3597.122302158273,0,0,1,1,0,2,28
house,vipul tatvam villa,sector 48,18.5,26428.571428571428,7000.0,4,4,1,1.0,Moderately Old,12589.928057553956,0,0,0,0,0,2,30
house,independent,sector 10a,1.7,18888.0,900.0,2,1,2,2.0,Old Property,1618.705035971223,0,0,0,0,1,2,8
house,eros rosewood city,sector 49,1.6,3499.562554680665,4572.0,4,4,3,4.0,New Property,107.91366906474819,0,0,0,0,0,0,27
house,satya the hermitage,sector 103,4.35,13501.0,3222.0,4,4,3+,2.0,Relatively New,3222.0,1,1,1,1,0,0,138
house,vatika india next,sector 82,6.8,20988.0,3240.0,4,4,3+,3.0,Relatively New,3240.0,0,1,0,0,0,1,110
house,independent,sector 55,4.6,21296.0,2160.0,3,3,3+,2.0,Old Property,2160.0,0,1,1,1,0,0,37
house,emaar emerald hills,sector 65,12.5,34722.22222222222,3600.0,4,4,3+,2.0,Relatively New,3600.0,1,1,0,0,0,2,0
house,ansal api spanish court,sector 1,2.9,18626.0,1557.0,4,4,3,2.0,Relatively New,1557.0,0,0,0,1,0,0,49
house,independent,sector 43,27.5,24366.471734892788,1254.0,6,7,3+,3.0,Relatively New,2255.3956834532373,1,1,1,0,1,0,42
house,independent,sector 27,8.0,26298.48783694937,3042.0,9,9,3,4.0,Relatively New,3042.0,1,1,1,1,0,1,110
house,independent,sector 57,8.31,24171.0,3438.0,5,6,3+,4.0,Old Property,3438.0,1,1,1,1,0,2,34
house,independent,sector 57,6.21,23000.0,2700.0,6,6,3+,4.0,Old Property,2700.0,1,1,1,1,0,2,52
house,independent,sector 45,7.35,29696.969696969696,2475.0,6,4,3+,3.0,Old Property,2475.0,1,1,1,1,0,0,61
house,dlf city plots phase 2,sector 25,4.5,33333.333333333336,1350.0,5,3,2,3.0,Old Property,1350.0,0,0,1,1,0,2,25
house,independent,sector 25,6.5,36111.11111111111,1800.0,4,3,3,3.0,Moderately Old,1800.0,1,0,1,0,0,2,19
house,4s aradhya homes,sector 67a,1.83,6778.0,2700.0,4,4,2,4.0,New Property,539.5683453237409,0,0,1,0,0,0,145
house,vipul tatvam villa,sector 48,7.35,22812.0,3222.0,4,5,2,2.0,Moderately Old,3222.0,1,1,1,1,0,0,144
house,dlf city plots phase 2,sector 25,10.5,29021.55887230514,3618.0,4,4,2,2.0,Old Property,3618.0,0,1,1,0,0,0,91
house,eros rosewood villas,sector 49,2.75,19841.26984126984,1386.0,3,3,1,2.0,Old Property,1386.0,0,0,0,0,1,0,80
house,dlf city plots phase 2,sector 25,7.5,31685.67807351077,2367.0,9,9,3+,4.0,Relatively New,2367.0,1,1,1,0,0,0,160
house,ireo victory valley,sector 67,8.0,22222.0,3600.0,6,7,3+,51.0,Moderately Old,3600.0,1,1,1,0,0,0,49
house,independent,sector 46,5.5,23061.0,2385.0,8,8,3+,3.0,Moderately Old,2385.0,1,0,0,0,1,0,32
house,independent,sector 25,4.35,32222.222222222223,1350.0,5,4,3,3.0,Old Property,1350.0,0,1,0,0,0,2,49
house,ansals palam vihar,sector 1,2.75,17662.0,1557.0,3,3,3,2.0,Moderately Old,1557.0,1,0,1,0,0,0,15
house,dlf city plots,sector 26,18.0,39840.6374501992,4518.0,6,6,2,3.0,Old Property,4518.0,0,1,1,0,1,0,49
house,dlf city plots,sector 26,17.0,37627.26870296592,4518.0,5,6,3,2.0,Old Property,4518.0,0,1,1,1,0,0,87
house,ansal florence super,sector 57,3.75,23148.0,1620.0,3,4,3,2.0,Moderately Old,1620.0,1,1,0,1,0,0,38
house,dlf city plots,sector 26,13.5,29880.478087649404,4518.0,5,5,3,2.0,Old Property,4518.0,1,1,1,1,0,0,110
house,independent,sector 22,4.75,20068.0,2367.0,7,5,3+,3.0,Old Property,2367.0,0,0,1,0,1,0,49
house,independent,sector 23a,5.1,16569.0,3078.0,3,2,0,1.0,Old Property,3078.0,0,0,0,0,1,2,27
house,independent,sector 38,3.9,21242.0,1836.0,6,6,3+,3.0,Moderately Old,1836.0,1,1,1,0,0,2,32
